,Account Management,Billing & Payments,Complaints,"Discounts, Offers, Promotions",Disputes,Fees and charges,Fraud,"Modifications, Cancellation and Refunds",Ordering Process,Product or Service Details,Product or Service Quality issues,Purchase Pricing Enquiry,Scheduling Appointments,Shipping  & Order Status,Warranty & Repairs,Website Issue
Fees and charges,-0.841170886698,-0.718692409809,-1.03879226723,-1.19588114413,-1.54938986206,-0.0886524355272,-1.05457920322,-0.830218836994,-1.11554671193,-1.1437526219,-1.24616129255,-1.53936342775,-1.42582479623,-2.07906580583,-1.09761509435,-1.04745278139
Billing & Payments,-0.466034208091,-0.282743346736,-1.21726332499,-0.92593852624,-0.591343930707,-1.45389298351,-0.979022035401,-1.95400878907,-0.947877566084,-1.64951596878,-1.82534038809,-1.49165172931,-1.69032538367,-1.05314231338,-0.556733314672,-0.9623840504
Purchase Pricing Enquiry,-1.32383760881,-0.105853875312,-1.11985285828,-1.12425743758,-1.43686067957,-1.22384849667,-0.89075939942,-0.932221721008,-0.957865329377,-0.948758618836,-1.57025028251,0.672696031721,-1.64911421585,-1.10608360959,-1.26537471184,-0.94494963758
Account Management,0.61647677114,-1.11288407594,-1.21762769089,-1.49530497086,-0.914167176327,-1.07916179701,-1.18938881845,-0.310744624921,-1.40686712889,-1.26719503158,-1.3487171945,-2.10571181091,-1.26387655234,-1.32779339747,-1.08939816297,-1.24968331002
Purchase Pricing Enquiry,-0.987841556854,-0.932360833353,-1.19936296905,-0.901975716437,-1.53429908103,-1.46263107084,-1.26815539824,-1.18140767898,-1.33594621692,-1.47010032828,-0.881121013568,0.58084329925,-1.39729270933,-1.503548029,-1.64320796977,-1.3561898876
Shipping  & Order Status,-0.674918193063,-0.808216489754,-0.890654257729,-1.04341694104,-1.05023936891,-1.1215346941,-0.827956867628,-1.35951209874,-0.868332824483,-0.828518156305,-0.943580007069,-0.772877644698,-1.33245697163,-0.665567751572,-1.05205614132,-0.856433377541
Fees and charges,-1.0377267238,-1.08451857376,-1.01378719134,-0.492802957047,-1.90643517787,-0.0145785502572,-1.0318812089,-0.301813835486,-0.840133367118,-0.851370394748,-1.45476722736,-1.34419226062,-1.04352230879,-1.31886645013,-1.06091290338,-1.0162657164
Billing & Payments,-1.71283650193,1.62016674418,-1.05750285452,-1.4716162403,-1.24678007668,-1.44017305668,-1.08378701638,-2.15823897154,-1.07046427172,-1.30415343115,-1.71633585139,-1.8648666566,-1.25477068519,-1.80651865157,-1.37135124114,-1.19956709744
Shipping  & Order Status,-1.57014220599,-0.983595879858,-1.09624091075,-1.0822010182,-1.90627735967,-1.32727272141,-1.17762916872,-0.86399175907,-0.49544714436,-0.331138777032,-0.633028036284,-1.73595587785,-2.12097649673,-0.0186813451461,-1.14013770459,-0.789073546035
Warranty & Repairs,-0.935974676067,-1.65880367179,-1.04418988015,-0.339678174637,-1.43446590911,-1.30652782202,-1.00670614816,-1.67438850298,-0.991895616643,-1.26035122204,-1.28884979898,-1.15666753297,-1.53413539677,-1.47465564775,0.476139557385,-1.40768683916
Billing & Payments,-0.880267001391,0.607037379294,-1.54067155668,-1.01603051514,-0.801915225486,-1.88977988735,-1.39642213122,-1.66068474977,-1.11995085353,-1.45056080203,-1.70893006371,-1.27030121331,-1.40950296715,-1.28372885628,-1.47694303163,-1.24641964025
Fees and charges,-0.704412319404,-1.15696233996,-1.1909210849,-0.757817435852,-0.700983070702,-0.449048507237,-1.24239473979,-0.90240458079,-1.3144843997,-1.02331111503,-1.44028979738,-1.79226812696,-1.65170755395,-1.42656944384,-1.29467511349,-1.24883867814
Purchase Pricing Enquiry,-1.89166507241,-0.80091721151,-0.964127679042,-1.01665659685,-1.03285991308,-1.58725158444,-1.19481508865,-1.54655003352,-1.21378617689,-1.14881771698,-1.74655538324,0.894953107668,-1.35860001406,-1.25527921306,-1.38491458629,-1.20570808467
"Discounts, Offers, Promotions",-1.97724922059,-0.883206872492,-1.12824707095,0.0603138343099,-1.42039799885,-1.44124686824,-1.11967911443,-0.914331870978,-1.11862259711,-1.58142075019,-1.43960922155,-1.77963756863,-1.54114032623,-0.420194161086,-1.25532489088,-0.589853325626
"Discounts, Offers, Promotions",-1.38830931508,-1.76831961611,-1.12978495828,0.879896316745,-1.09867000314,-1.23461666033,-1.11523906447,-1.63908935792,-1.41095928713,-1.66361128641,-1.89242860635,-1.33275752397,-1.19393171687,-1.36927403144,-1.55959491463,-1.45591750446
"Modifications, Cancellation and Refunds",-2.20759661832,-2.27446135253,-1.09566497549,-2.57216529327,-1.28174657225,-0.81128006925,-1.11127428432,1.63103100315,-1.13815197187,-1.13462907612,-1.70791772543,-1.42859738708,-1.31432693722,-1.20973406448,-1.27558611275,-1.100524551
Account Management,2.10622101461,-2.55604368432,-1.2100338518,-1.46916775827,-1.75668664255,-1.59373764335,-1.1448514576,-1.75703748447,-1.1406341025,-1.05615515383,-1.16961276172,-1.0841438593,-1.18927681683,-0.9944621571,-1.64476918778,-1.58971229088
Fees and charges,-1.16167744443,-1.02538863001,-1.01951970823,-1.66007877072,-0.55003420541,-0.324469209106,-1.04538169608,-1.09426403796,-0.968350306155,-1.08990179883,-1.18611184548,-1.0916662785,-1.03118888711,-1.32339941923,-1.48746852504,-0.776815163749
Disputes,-1.43121316223,-1.16068863359,-1.06425178437,-1.36689275064,0.445670354397,-0.759873228647,-0.892344744757,-1.46783969106,-1.08495922908,-0.985766540074,-1.04294622159,-1.47920783681,-1.46545229595,-1.0988166316,-1.12279697576,-1.22997059795
Billing & Payments,-0.886226843139,0.484984806082,-1.10618965282,-1.19141879794,-1.22995775521,-1.25733240962,-1.22984964181,-1.53470605022,-1.21520396517,-1.72922969659,-1.72009067124,-1.17644994872,-1.17563415499,-1.40656743475,-1.2951004513,-1.27522847869
Disputes,-0.811134374179,-0.495396022315,-1.71736621729,-0.721759019053,-0.33064033638,-1.51154767924,-0.824122611797,-1.8411550151,-0.97210236503,-0.976181098233,-1.13580583122,-0.786045534893,-1.48924431536,-0.740409477132,-0.841847475004,-1.12554779356
Fees and charges,-1.64510973838,-0.907222730703,-1.20234351889,-1.70841153374,-1.59027640071,0.524395373465,-1.18982378094,-0.973265711751,-1.44742125804,-1.55751438446,-1.28225421439,-1.31579955686,-0.968377136389,-1.06248532855,-0.973381586136,-1.39211644747
Product or Service Details,-0.894535097739,-0.986230927356,-0.937351751577,-1.36515050343,-1.15882758405,-0.870972751964,-0.88264440186,-1.37053911146,-0.914940051783,0.753858304628,-1.04823880617,-1.30866886659,-1.029390487,-1.43004030462,-1.23733727233,-1.01085704608
Account Management,0.630664716491,-1.11578003619,-1.20924532816,-1.39216944179,-1.22971051742,-1.12320211433,-1.20353392865,-1.42276916424,-1.27943004951,-1.28662628181,-1.40826137486,-0.464040578532,-1.57644683863,-1.16407297056,-1.52398178924,-1.26161185552
Account Management,-0.0782328803531,-0.31689287258,-1.15595124805,-1.11628345367,-1.3244171185,-0.689166541632,-1.00931898764,-0.915766426593,-1.182918863,-1.7307168688,-1.98560290762,-1.97617027995,-1.37228451964,-1.83834516612,-0.870448521329,-1.13826974522
"Discounts, Offers, Promotions",-1.6873329523,-1.86277045498,-1.14207809236,1.81270188121,-1.6276913443,-1.19927800828,-0.996116913497,-1.91906703103,-1.05571489407,-1.4182573442,-1.31603994447,-1.11041131293,-1.29550726362,-1.39276487241,-1.11753118456,-1.00068068424
"Modifications, Cancellation and Refunds",-0.316457012942,-1.06501376092,-1.18433249387,-1.20143552259,-1.00009639429,-0.468301854694,-1.27017448418,-0.0866276232719,-1.08679438463,-1.73221987711,-1.4321059628,-1.40733025517,-1.5116547221,-1.37995865689,-1.69553044075,-1.20671800015
Account Management,0.155757280885,-0.433478450559,-1.65485799921,-1.68081934066,-1.98548098841,-1.47515815008,-1.38461647226,-0.5033044531,-1.49235682821,-1.76957783261,-2.10634024207,-2.12805266531,-1.79621590748,-1.56410000076,-1.57819633675,-1.69887531984
Billing & Payments,-1.18219751598,1.11475639381,-1.41538128689,-1.76000404165,-1.88273989624,-1.51958934736,-1.49225095697,-0.608554439455,-1.50762238401,-1.66148853876,-1.86876063524,-2.0306775639,-1.97357950669,-1.90181483399,-1.50539513321,-1.38152729572
Disputes,-1.62783641611,-0.720290485585,-1.12179094159,-1.06891949741,0.278665107833,-1.86048946677,-1.19576992877,-0.949726514761,-1.23544131945,-1.5496278811,-1.53971864966,-0.413914201314,-1.47551699223,-0.927016196446,-1.60270078082,-1.36743969487
Fees and charges,-1.26886718168,-1.12873821811,-1.16921197761,-1.08761445083,-1.40731689762,0.351311011286,-0.902671138406,-0.817582821552,-1.09374914632,-1.06712665252,-1.57740577546,-1.24600948417,-1.19590824711,-1.10579405397,-1.42262935327,-1.10330279978
Billing & Payments,-1.18431942581,0.667263811578,-1.22061124803,-1.46420061066,-1.97175997043,-0.472923163823,-1.30999530242,-2.19895946627,-1.22197101728,-1.43564253631,-1.17975247441,-1.6012124026,-1.41567215448,-1.49957727973,-1.54824330542,-1.35239019763
Purchase Pricing Enquiry,-2.35029861515,-0.714227686051,-0.838654946843,-1.13358651831,-1.43155157104,-1.56512770084,-1.37466019175,-0.748507269186,-1.27596695717,-1.57308747959,-1.67179441246,1.06046625231,-1.31073011785,-1.84767870087,-2.22780298924,-1.11370577405
"Discounts, Offers, Promotions",-0.814126105626,-0.795648750296,-0.962577858084,-0.241077227708,-0.498338720707,-0.77697569959,-0.885123300648,-1.3367565312,-1.09304754648,-1.60851087633,-1.34379654243,-1.27617604311,-1.21724257958,-1.6956083467,-0.996158876353,-1.19020890019
Purchase Pricing Enquiry,-0.893712721507,-0.800318699474,-1.26506153955,-0.933961051753,-1.76474914251,-0.827926530806,-1.0597589422,-1.74972780866,-1.2562496766,-0.871639178215,-1.21611125825,-0.164092912912,-1.06114877459,-1.44504837294,-1.95819756396,-1.34888676312
Account Management,1.08936076884,-1.48158453932,-1.25369064975,-1.60444792554,-1.50790238041,-2.55051680445,-1.20056821765,-1.7842246618,-1.13105013515,-1.55742423927,-0.396428553397,-1.81939281022,-1.10452038583,-1.57509301609,-1.12441767904,-1.67113265327
Billing & Payments,-0.534212507211,0.787259392621,-1.21692394895,-1.51519755313,-1.70165852998,-1.65673100219,-1.3664018537,-1.28896602662,-1.30162499681,-1.68391118271,-1.5780839959,-1.46558636936,-1.649809515,-1.75508268093,-1.14729867767,-1.32504161256
Purchase Pricing Enquiry,-1.2394881519,-0.918041965574,-1.15137406837,-1.05058437766,-1.64290595929,-1.46351140494,-1.05729787731,-0.924885202318,-1.09921224666,-1.53533757272,-0.657061813968,-0.113443402606,-0.686285336205,-1.2034755653,-2.07337520347,-0.99266969111
"Discounts, Offers, Promotions",-1.48018851121,-1.665067834,-1.14069635745,-0.172913387644,-0.881811334339,-1.06941164677,-1.26018452487,-1.69291135178,-1.15195695399,-1.74414676834,-1.75131380278,-1.24640966077,-1.11110439603,-0.845604836599,-0.850253478492,-0.781130051242
"Modifications, Cancellation and Refunds",-0.905275118779,-0.59847033806,-0.89991977728,-1.52593361529,-2.08682171076,-0.814826979303,-0.893773398261,-0.370922083802,-0.983675747434,-1.04532227127,-1.56603353785,-1.32618502553,-1.11436469986,-1.32140095269,-1.28301379274,-0.942685029795
"Discounts, Offers, Promotions",-2.07338014214,-1.88589807582,-1.09075530282,0.977510231054,-1.33810070321,-1.83982034464,-1.13846991918,-1.43516165276,-1.08631873147,-0.900541692164,-1.29646667027,-1.17207722337,-1.31323090774,-1.12850483743,-0.620948990569,-1.37767430089
Account Management,0.739482385173,-0.810399462936,-1.33475886736,-1.66285741264,-1.04094008505,-1.23940565449,-1.1048494572,-0.907351538188,-1.36642218525,-1.49127598554,-1.67567947153,-1.46641210328,-1.31757904414,-1.79697128562,-1.02101024338,-1.53848075566
Product or Service Quality issues,-1.23170343604,-0.885300658924,-1.11877565913,-1.87439309352,-1.29314159777,-1.14294350762,-1.03462606242,-1.25985645114,-1.06714636537,-1.03086338815,1.46864397391,-1.55303460445,-1.28413201206,-1.36546657165,-1.02725445312,-1.01927954901
Fraud,-0.765410625211,-0.97981915756,-1.282131073,-1.03601051393,-0.800190866304,-0.712383331117,-0.452955343002,-1.04446952945,-1.14414832554,-1.19651711083,-1.21331488233,-1.14970537037,-1.30787434688,-1.09858317567,-1.08686796795,-1.23447247122
Scheduling Appointments,-2.32918351568,-1.52115931808,-1.22620794809,-1.30281407351,-1.69111614675,-1.19402459163,-1.16600270413,-1.24648677856,-1.22301444005,-1.39450659824,0.0725638568379,-0.774728518989,0.251944279465,-1.43431229121,-1.58214166697,-1.23809783173
Billing & Payments,-0.975963339285,-0.517704448945,-0.999336286006,-0.878779324458,-0.953630544265,-1.44234928932,-0.989257596863,-1.22488658282,-1.00206872013,-0.748905297712,-0.861808311652,-0.591528816144,-0.852666050795,-1.41581850463,-1.49532849064,-1.23883361103
Product or Service Quality issues,-1.58020092691,-1.88171309015,-1.35449139106,-1.07625754999,-1.26508932536,-1.83391394003,-1.34811768409,-1.48757918667,-1.26828026031,-1.53163152099,0.726218051059,-0.836331213559,-0.927583717546,-1.06012380834,-1.62470730402,-1.48985145924
Shipping  & Order Status,-2.27953990657,-2.12147326096,-1.17376780735,-0.534458935147,-1.69390365991,-1.3378185569,-1.24012351722,0.154033563151,-0.944493650453,-1.79356618599,-1.221241528,-1.82523358958,-1.36040748072,0.460860555096,-1.4703081139,-0.746413424696
Account Management,-0.0399475118134,-0.887935985104,-1.25842830752,-1.18524404372,-1.41384197136,-2.17474049944,-1.16306633947,-1.22926335804,-1.15222575081,-0.969416111654,-0.132184947324,-1.09205071143,-1.16921966677,-1.52403883774,-1.15098375974,-1.16241697471
Account Management,-0.255744870622,-0.962922219573,-1.01139241935,-1.4044663061,-1.52041946176,-0.326177556003,-0.907523220815,-1.66725307979,-0.805018961759,-1.32146689983,-0.460066492144,-1.26635224151,-1.28702512139,-1.05138029449,-1.08431924077,-0.918821103708
Account Management,0.610716539314,-2.03209774743,-1.16661883212,-1.32195137186,-1.37481643448,-1.09484434447,-0.828558498321,-0.536331283543,-1.02175995517,-1.07162907016,-1.38960377534,-1.54564562523,-1.42282150223,-1.29740537916,-1.11868951469,-1.08668221317
"Modifications, Cancellation and Refunds",-0.929115891061,-0.787760002724,-1.20194201629,-1.32757501324,-1.37902277485,-1.31781588683,-1.06483882848,0.069495817193,-1.13651148934,-1.32362754183,-1.38981808715,-1.89885037011,-1.5052536834,-1.02871536589,-1.30434694516,-1.04404386891
Purchase Pricing Enquiry,-2.22396471225,-1.43099051761,-1.01849589194,-1.18186214412,-1.06986089716,-1.35235354157,-1.27072192688,-1.16580912677,-1.32087496541,-1.10941098586,-1.7951141286,1.52358138097,-1.24656032384,-1.55663942537,-1.77655369553,-1.34360564374
Account Management,0.903693091998,-1.09180902644,-1.0890572357,-0.967119565917,-1.33629383162,-1.01449726458,-1.21178127368,-0.929466556457,-1.28118303374,-1.48592333353,-1.83957035889,-2.0020403771,-1.1568542364,-1.77745720066,-1.59183832043,-1.47882490978
Shipping  & Order Status,-1.67706832694,-0.809479019402,-1.26487851668,-1.56078396098,-1.33452908382,-1.51262082126,-1.48985534686,-1.08949172506,-1.18548739473,-0.97777623095,-1.22112174594,-1.90654817566,-1.92880268999,0.803086919454,-1.33209809073,-1.06703821139
Account Management,0.184013405323,-1.71619656592,-1.35600639664,-2.1314449098,-1.08117933851,-1.16161204746,-1.08755167995,-0.392243745332,-1.13694929747,-1.0788107698,-1.79426005036,-2.33405087314,-1.5892072935,-1.12070288889,-1.74940922044,-1.32837163824
Product or Service Details,-1.33100733581,-1.18998809876,-0.988442922217,-1.09430427715,-1.20368557943,-1.21956206391,-1.002320469,-1.53287343925,-1.08603754955,0.616211224425,-1.28612773092,-1.15817383179,-1.42302728732,-0.418507933916,-1.1356633611,-1.18898039808
"Discounts, Offers, Promotions",-1.31826103035,-1.39076728539,-1.20852646669,-0.16186705269,-1.48459633861,-1.13238824953,-1.29112926319,-0.722544982762,-0.29329731834,-1.71815869882,-1.29012489731,-1.41729170018,-1.18987053365,-0.852688531159,-1.33083602074,-0.630081406157
Website Issue,-1.42231991657,-0.861761055467,-1.08170218981,-0.818225879799,-1.53913994542,-1.11977313327,-1.15362874827,-0.939948506657,-1.02457148183,-1.54669686933,-0.799314777978,-1.31657966759,-1.29219791008,-0.569403634298,-1.23442524215,0.423451149114
Scheduling Appointments,-1.76794219048,-0.780171144352,-1.12752338468,-1.78625199951,-1.34899728807,-0.357477513337,-1.12452397367,-1.15875173666,-1.1379932027,-1.20727716772,-0.19474370156,-1.04644913665,-0.134252642376,-1.12102167246,-1.63434304566,-1.18120280773
Purchase Pricing Enquiry,-1.14985977167,-1.38014295207,-1.12944676525,-1.30093583379,-1.24662074811,-1.5115369368,-1.06344127533,-0.801774954577,-1.0620541461,-0.944629531207,-0.543122145186,0.593820143454,-1.88298614868,-1.49886923889,-1.20611321991,-1.05647593308
Product or Service Quality issues,-1.83675005535,-2.01192578661,-1.21850273451,-1.00653180101,-1.20526503055,-1.20455861708,-1.2932872898,-1.32555313087,-1.21202512952,-2.02891812462,-0.123889530714,-0.665289938345,-1.48967201178,-0.934424000756,-1.39268565082,-1.41609931573
Product or Service Quality issues,-2.33298330563,-0.986088319857,-1.2287879457,-1.60189931496,-1.1627308211,-1.26905703575,-1.19143069188,-0.393573617178,-1.22478678013,-1.14118341153,-0.183730458608,-0.683653552177,-0.495737458115,-1.50361899332,-1.04983913273,-1.14194852722
Billing & Payments,-1.52702439305,0.854603888484,-1.06277796753,-1.47044825427,-1.31071946369,-1.9861844772,-1.29293645382,-1.56220122247,-1.16338547855,-1.65612158091,-0.989413126709,-1.36312155803,-1.17188119495,-1.69636928358,-1.19920899704,-0.641277773463
Product or Service Quality issues,-0.80420729578,-0.776261325835,-0.951391309204,-0.940603362394,-1.46610697342,-1.33953441448,-0.963923724796,-0.711120528092,-0.920847913882,-0.853362280229,-0.692682903573,-0.788925371825,-1.13458974113,-1.12658863962,-1.04646499394,-1.10689051034
Billing & Payments,-1.31064991309,0.334942282638,-1.33828034977,-1.00855619039,-1.25131728511,-1.32658592346,-1.19324825394,-1.46595292943,-1.35833772528,-1.67142807316,-0.773722270473,-0.858129425332,-1.41675417348,-1.67114842223,-1.58926068807,-1.43895749529
Account Management,0.407378243628,-1.06506402384,-1.45955857557,-1.00450979921,-1.30869837481,-1.26322892175,-1.42359720387,-0.0879587282221,-1.36350381793,-1.62212235119,-1.82009941612,-2.03030754915,-2.08592642379,-1.67643378781,-1.95799115305,-1.6026209726
Shipping  & Order Status,-1.29820280714,-1.88735884716,-1.06633092236,-0.795135620547,-0.990944460937,-1.15821457569,-0.991760375357,-0.924358330626,-1.05857699492,-0.875609050034,-1.37620782359,-1.20297517457,-0.782620028934,0.455743813235,-1.14444888663,-0.880880990504
Fees and charges,-1.34193459584,-0.302164269582,-1.07170327211,-1.92545708937,-1.82164804379,-0.183188128587,-0.960568819353,-0.362274427208,-1.13478966086,-1.48626212975,-1.87904580611,-1.59763627551,-1.27620945957,-1.56751449093,-0.6590411413,-1.1200228638
