XTest,sessionId,y__true,y_pred,y_prob_max
 david _end_ we keep trying to make a payment and the system tells us your site is too busy and it keeps going down  we dont know if payment has been made or if weve paid twice   its not letting us complete the transaction  the wait time on the phone says over 2 hour wait to connect with someone _end_ its for our old house -we ,INT-sv1appin07-1451926411125-105182,Billing & Payments,Billing & Payments,1.10336465192
what is the montly service charge on my account dated 10-01-2014,ID1208280252,Account Management,Fees and charges,0.647153733135
im am interested in take our homecare 2,INT-sv1appin06-1453199444117-232915,Purchase Pricing Enquiry,Purchase Pricing Enquiry,0.554969345582
i have a question regarding my dispute and my debit card being closed down ,INT-sv1appin09-1436535836228-52165,Disputes,Disputes,0.663024241803
pei-ying i like to know how to close my account,ID1187433049,Account Management,Account Management,0.844859962582
 im trying to get a pin  for my card,ID659920276,Account Management,Account Management,0.764702147151
keith can i change the name on my credit card to have a suffix so my statements dont get confused with my fathers,ID660444095,Account Management,Account Management,0.21622999704
ts charge seems quite gh been with bg for a long time over 12 years or so any discounts or alternate avialbale,INT-sv1appin07-1452707696086-188728,"Discounts, Offers, Promotions",Disputes,0.502498686583
 - im about to order sometng wch says i can get it by 2pm tomorrow if i choose express delivery but the i only see 2 spping options standard and sp to store do i have to click proceed to checkout before seeing an option for express delivery i dont see it on the screen i im on hold on xxxx-xxxx-6620,INT-sv1appin05-1445199928064-1043,Shipping  & Order Status,Shipping  & Order Status,0.727298708796
 sullivan  i have a few accounts with citibank  i keep getting a service fee charged when i shouldnt somehow there is a problem with the accounts not linking  i have more than 15k combined  i had the first charge waived now i see it again  ts just started happening the past couple of months  do not know why it did not happen before,ID1148569069,Fees and charges,Fees and charges,0.214861190891
ok i am going to make the payment now of 00i have another payment of 00 scheduled for oct 19 2011 as wellplease note my account,ID665467305,Billing & Payments,Billing & Payments,1.34460508908
 one of my bill payees skylakegardenscondo4 now wants me to send them two 2 checks each month instead of one 1 combined single check  to do ts i changed the recurring payment from 17504 monthly to    a 150  +  b 2504   however i am unsure how to make the 2504 payment recur each month  pls help,ID1142892132,Billing & Payments,Billing & Payments,1.44597858623
 i need an engineered today to fixed our boiler as we do not have heating and hot water in the house,INT-sv1appin06-1453041310156-216952,Scheduling Appointments,Product or Service Quality issues,0.841939290974
i need to change my method of payment yes please,ID1147918723,Billing & Payments,Billing & Payments,0.262517012606
" - im just working out whether its best to pay money to another organisation via a wire transfer or a ""pay a bill""",ID1192052750,Billing & Payments,Billing & Payments,0.552232817396
i do not know why ts payment please clarify,ID1145360158,Fraud,Billing & Payments,1.17655141326
like wise regarding my checking account ending in 6015 i got charged a monthly service fee of 1000 that checking account is a student checking i have dealt with ts issue so many times in the past,ID1148382567,Fees and charges,Fees and charges,0.6793746693
i have an email confirming that my first payment would be made today from my bank acct ending in 8023 it hasnt been drawn and i want to be sure that im all set at your end so i dont incur any charges  the account is set up to pay the amt due for the first month not the minimum,ID1104193658,Billing & Payments,Billing & Payments,0.563249247148
 i am wondeirng i made a payment on my line of credit but it is not showing as available on my checking plus,ID1189370624,Billing & Payments,Billing & Payments,0.686817295808
 i am having a problem accessing my thank you rewards i am logging in with the only login and password associated with ts account and it keeps telling me that i need to log in with the primary account holders login and password,ID1208608946,"Discounts, Offers, Promotions",Account Management,1.7432059774
is ts product 100 memory foam or does it have a layer of memory foam and a sprung core,INT-va1appin07-1437761223689-66746,Product or Service Details,Product or Service Details,0.744468327749
is it too late to redeem my accumulated rewards,INT-va1appin07-1437662683698-58304,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",1.82812647328
 will i get reward points for the amount transferred,ID663580745,Warranty & Repairs,"Discounts, Offers, Promotions",0.920917492988
i tried to make an appointment recently for an engineer to come round and fix my lights and wasnt able to - i would like to see if i can make a new appointment,INT-sv1appin10-1452683788156-185923,Scheduling Appointments,Scheduling Appointments,0.748954439354
i yes i wanted to ask how i can check on my reward points,INT-va1appin07-1437162785514-23271,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",0.608858656009
 i want to close one of my checking account,INT-sv1appin05-1438135682677-88034,Account Management,Account Management,0.987295776671
i need to close an ac,INT-va1appin06-1438023953678-79174,Account Management,Account Management,0.497976901345
how do i make a payment with a different bank debit card,ID1148926499,Billing & Payments,Billing & Payments,0.603275869173
 one of our radiators has stopped getting hot can i book an engineer through ts service for homecare,INT-sv1appin05-1453049286559-217646,Scheduling Appointments,Scheduling Appointments,1.43229368952
 im trying to change my id and password where do i go,ID642359653,Account Management,Account Management,1.5412071456
i am having trouble signing in to pay my equity loan,INT-va1appin10-1437999565226-77122,Account Management,Billing & Payments,0.565563791047
i tried making a payment on sat   when i tried it online i was have tech problems but i thought it went thru i noticed today i have a late fee can you help  with a  credit,ID598169514,Disputes,Disputes,0.343788748233
 my name is pllip anyon my customer reference number is 8510 0100 1369 i received a letter dated 24th december wch states that my payment plan has been changed at my request and that my first payment date is 14th january 2016 _end_ 206 gleadless road s2 3af 13041958 i did not request ts payment date it also says that if i make a payment before or after ts date it will not be recognised as a contribution to my payment plan _end_ as i rely on other people due to a disability i am unable to pay on a specific date,INT-sv1appin05-1452351037148-151492,Billing & Payments,Billing & Payments,0.273614189901
